question_text,answer_text,source
"In Jamaican cuisine, which marinade featuring Scotch bonnet peppers and allspice is famous for its spicy flavor?",Jerk seasoning,General
"Which Canadian city is world-famous for its annual Stampede, a huge rodeo and festival?",Calgary,General
The Heisman Trophy is awarded each year in which level of American football?,NCAA college football,General
"The French-style soup made with pureed leeks and potatoes, often served cold, is called what?",Vichyssoise,General
A pangram is a sentence containing every letter of the alphabet. What is the classic English example involving a quick brown fox?,“The quick brown fox jumps over the lazy dog.”,General
Which hormone (also called adrenaline) is primarily responsible for the “fight or flight” response?,Epinephrine,General
Which Greek letter (Ω) denotes electrical resistance in ohms?,Omega,General
"“I think, therefore I am” (Cogito, ergo sum) was famously stated by which philosopher?",René Descartes,General
"The “sombrero vueltiao,” made of woven cane fiber, originates from which Latin American country?",Colombia,General
The doping scandal that led to Lance Armstrong’s Tour de France titles being stripped was uncovered by which U.S. agency?,The United States Anti-Doping Agency (USADA),General
"“Umami,” discovered by Kikunae Ikeda, is triggered chiefly by which compound found in MSG?",Glutamate,General
Which company developed the image editing software called Photoshop?,Adobe,General
"Which Toronto-born rapper surpassed 50 billion combined streams in 2020, famous for “God’s Plan”?",Drake,General
The fruit nicknamed the “alligator pear” is more commonly known as what?,Avocado,General
The Golden Raspberry Awards (Razzies) are given annually for what distinction in film?,The worst achievements in film,General
Which 90s sitcom featured the character Steve Urkel?,Family Matters,General
Which fictional city is the setting for 'Stranger Things'?,Hawkins,General
Who portrayed Tony Soprano in 'The Sopranos'?,James Gandolfini,General
"In 'Breaking Bad,' which subject did Walter White teach?",Chemistry,General
Which TV series is about the survivors of Oceanic Flight 815?,Lost,General
What is the name of the coffee shop in 'Friends'?,Central Perk,General
Who was the first presenter of 'America's Next Top Model'?,Tyra Banks,General
Which 'Game of Thrones' character was known as the Mother of Dragons?,Daenerys Targaryen,General
"In 'The Office' (US), who was the Regional Manager of Dunder Mifflin's Scranton branch?",Michael Scott,General
Which hospital drama starred Hugh Laurie as Dr. Gregory House?,House M.D.,General
"In 'Buffy the Vampire Slayer,' what is Buffy's last name?",Summers,General
Which character does Kelsey Grammer voice in 'The Simpsons'?,Sideshow Bob,General
What is the name of Jerry Seinfeld's neighbor across the hall?,Kramer,General
"Which TV series follows a group of bikers in the fictional town of Charming, California?",Sons of Anarchy,General
"On 'Parks and Recreation,' which character frequently says 'Treat yo' self'?",Tom Haverford,General
"In '24,' who is the main protagonist?",Jack Bauer,General
Which TV show is set at the fictional 'Charnham' in the UK?,Family Affairs,General
Who played the Doctor in 'Doctor Who' from 2005 to 2010?,David Tennant,General
"What is the surname of the family in 'Modern Family' featuring Jay, Gloria, Claire, Phil?",Pritchett,General
Which reality show follows the daily lives of the Kardashian-Jenner family?,Keeping Up with the Kardashians,General
Who directed the movie 'Inception'?,Christopher Nolan,General
Which 1984 film features the Stay Puft Marshmallow Man?,Ghostbusters,General
What is the highest-grossing film of all time (without adjusting for inflation)?,Avatar (2009),General
Which 1999 film popularized the phrase 'I see dead people'?,The Sixth Sense,General
Which actress won an Oscar for her role in 'La La Land'?,Emma Stone,General
"In 'The Matrix,' what color pill does Neo take to learn the truth?",Red,General
Which James Bond film introduced Daniel Craig as 007?,Casino Royale,General
"In 'The Lion King,' what kind of animal is Timon?",Meerkat,General
Who directed 'Pulp Fiction'?,Quentin Tarantino,General
"Which Pixar film features characters named Joy, Sadness, and Anger?",Inside Out,General
Which actress played Princess Leia in 'Star Wars'?,Carrie Fisher,General
In which city is 'Casablanca' set?,"Casablanca, Morocco",General
Who portrayed Freddie Mercury in 'Bohemian Rhapsody' (2018)?,Rami Malek,General
Which war movie famously used 'Ride of the Valkyries' in a helicopter scene?,Apocalypse Now,General
Which Marvel film introduced Black Panther?,Captain America: Civil War,General
"Which film features the quote: 'Here's looking at you, kid'?",Casablanca,General
Who directed the 'Lord of the Rings' trilogy?,Peter Jackson,General
"In 'Finding Nemo,' which type of fish is Nemo?",Clownfish,General
Which actress portrayed Furiosa in 'Mad Max: Fury Road'?,Charlize Theron,General
Which actor voiced Woody in the 'Toy Story' series?,Tom Hanks,General
Which British singer's real name is Adele Adkins?,Adele,General
Which pop singer rose to fame with the 2008 single 'Just Dance'?,Lady Gaga,General
Who is known as the 'Godfather of Soul'?,James Brown,General
Which band was Freddie Mercury the lead vocalist for?,Queen,General
Who was famously known as 'The King' in the rock and roll genre?,Elvis Presley,General
Which singer had a hit with 'Rolling in the Deep'?,Adele,General
Which band sang 'Don't Stop Believin'?,Journey,General
Who released the album 'Thriller' in 1982?,Michael Jackson,General
"Which reggae artist sang 'No Woman, No Cry'?",Bob Marley,General
Which group was formerly known as the New Yardbirds?,Led Zeppelin,General
Which singer is nicknamed 'Prince of Motown'?,Marvin Gaye,General
Which pop star has albums called '1989' and 'Lover'?,Taylor Swift,General
What is the name of Bruce Springsteen's famous backing band?,The E Street Band,General
Which British singer was known as the 'Thin White Duke'?,David Bowie,General
Which artist sang 'Purple Rain'?,Prince,General
Who is known as 'Queen of Soul'?,Aretha Franklin,General
"Which band was formed by John Lennon, Paul McCartney, George Harrison, and Ringo Starr?",The Beatles,General
Which Canadian rapper released the album 'Scorpion' in 2018?,Drake,General
Which singer had a hit with 'Umbrella' featuring Jay-Z?,Rihanna,General
Who sang 'My Heart Will Go On' for the 'Titanic' soundtrack?,Celine Dion,General
Which country won the first FIFA World Cup in 1930?,Uruguay,General
Which tennis Grand Slam is played on clay courts?,The French Open (Roland-Garros),General
Which NFL team has won the most Super Bowls (tied with the New England Patriots)?,Pittsburgh Steelers,General
"Which baseball team won the 2016 World Series, ending a 108-year drought?",The Chicago Cubs,General
